,School Year,School ID,School Name,Homeroom,Count of Suspension Events,Dummy Room number to remove names,Original Homeroom
20258,2012-2013,609724,MATHER HS,A107,*,,A107
20259,2012-2013,609724,MATHER HS,A207,*,,A207
20260,2012-2013,609724,MATHER HS,A208,*,,A208
20261,2012-2013,609724,MATHER HS,A210,*,,A210
20262,2012-2013,609724,MATHER HS,,*,,
20263,2012-2013,609725,MORGAN PARK HS,A105,*,,A105
20264,2012-2013,609726,BROOKS HS,A209,*,,A209
20265,2012-2013,609728,ROOSEVELT HS,A211,*,,A211
20266,2012-2013,609728,ROOSEVELT HS,A213,*,,A213
20267,2012-2013,609728,ROOSEVELT HS,A215,*,,A215
20268,2012-2013,609728,ROOSEVELT HS,A305,*,,A305
20269,2012-2013,609729,SCHURZ HS,A307,*,,A307
20270,2012-2013,609729,SCHURZ HS,A308,*,,A308
20271,2012-2013,609729,SCHURZ HS,A309,*,,A309
20272,2012-2013,609729,SCHURZ HS,A310,*,,A310
20273,2012-2013,609729,SCHURZ HS,A312,*,,A312
20274,2012-2013,609729,SCHURZ HS,A314,*,,A314
20275,2012-2013,609729,SCHURZ HS,,*,,
20276,2012-2013,609729,SCHURZ HS,A123,*,,A123
20277,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A129,*,,A129
20278,2012-2013,609734,TAFT HS,A130,*,,A130
20279,2012-2013,609734,TAFT HS,A135,*,,A135
20280,2012-2013,609734,TAFT HS,A138,*,,A138
20281,2012-2013,609735,TILDEN HS,A140,*,,A140
20282,2012-2013,609737,VON STEUBEN HS,A153,*,,A153
20283,2012-2013,609737,VON STEUBEN HS,,*,,
20284,2012-2013,609738,LINCOLN PARK HS,A107,*,,A107
20285,2012-2013,609738,LINCOLN PARK HS,A111,*,,A111
20286,2012-2013,609738,LINCOLN PARK HS,A200,*,,A200
20287,2012-2013,609738,LINCOLN PARK HS,A202,*,,A202
20288,2012-2013,609738,LINCOLN PARK HS,A207,*,,A207
20289,2012-2013,609739,WASHINGTON HS,A208,*,,A208
20290,2012-2013,609739,WASHINGTON HS,A212,*,,A212
20291,2012-2013,609741,HUBBARD HS,A300,*,,A300
20292,2012-2013,609741,HUBBARD HS,A308,*,,A308
20293,2012-2013,609741,HUBBARD HS,A313,*,,A313
20294,2012-2013,609741,HUBBARD HS,A314,*,,A314
20295,2012-2013,609741,HUBBARD HS,,*,,
20296,2012-2013,609741,HUBBARD HS,A553,*,,A553
20297,2012-2013,609746,KENWOOD HS,A554,*,,A554
20298,2012-2013,609746,KENWOOD HS,A302,*,,A302
20299,2012-2013,609746,KENWOOD HS,A550,*,,A550
20300,2012-2013,609753,CHGO AGR HS,A552,*,,A552
20301,2012-2013,609753,CHGO AGR HS,A553,*,,A553
20302,2012-2013,609756,CURIE HS,,*,,
20303,2012-2013,609756,CURIE HS,A571,*,,A571
20304,2012-2013,609756,CURIE HS,,*,,
20305,2012-2013,609756,CURIE HS,A301,*,,A301
20306,2012-2013,609756,CURIE HS,A302,*,,A302
20307,2012-2013,609759,CLEMENTE HS,A401,*,,A401
20308,2012-2013,609761,CORLISS HS,A402,*,,A402
20309,2012-2013,609762,JULIAN HS,A403,*,,A403
20310,2012-2013,609764,JUAREZ HS,A404,*,,A404
20311,2012-2013,609764,JUAREZ HS,A501,*,,A501
20312,2012-2013,609764,JUAREZ HS,A502,*,,A502
20313,2012-2013,609764,JUAREZ HS,A503,*,,A503
20314,2012-2013,609764,JUAREZ HS,A504,*,,A504
20315,2012-2013,609764,JUAREZ HS,A601,*,,A601
20316,2012-2013,609764,JUAREZ HS,A602,*,,A602
20317,2012-2013,609772,ADDAMS,A603,*,,A603
20318,2012-2013,609775,ALTGELD,A604,*,,A604
20319,2012-2013,609775,ALTGELD,,*,,
20320,2012-2013,609777,ARMOUR,A301,*,,A301
20321,2012-2013,609793,NICHOLSON TECH ACAD,A302,*,,A302
20322,2012-2013,609796,BEAUBIEN,A303,*,,A303
20323,2012-2013,609796,BEAUBIEN,A304,*,,A304
20324,2012-2013,609805,JOPLIN,A305,*,,A305
20325,2012-2013,609806,BRADWELL,A312,*,,A312
20326,2012-2013,609807,HAMPTON,A401,*,,A401
20327,2012-2013,609808,HALEY,A402,*,,A402
20328,2012-2013,609815,BOUCHET,A403,*,,A403
20329,2012-2013,609815,BOUCHET,A404,*,,A404
20330,2012-2013,609818,BURBANK,A405,*,,A405
20331,2012-2013,609821,BURNHAM,A412,*,,A412
20332,2012-2013,609845,"CARVER , G",A501,*,,A501
20333,2012-2013,609848,ALDRIDGE,A502,*,,A502
20334,2012-2013,609848,ALDRIDGE,A503,*,,A503
20335,2012-2013,609853,CHASE,A504,*,,A504
20336,2012-2013,609853,CHASE,A505,*,,A505
20337,2012-2013,609883,DENEEN,A512,*,,A512
20338,2012-2013,609887,DIXON,A601,*,,A601
20339,2012-2013,609888,DODGE,A602,*,,A602
20340,2012-2013,609891,DOOLITTLE,A603,*,,A603
20341,2012-2013,609895,TURNER-DREW,A604,*,,A604
20342,2012-2013,609895,TURNER-DREW,A605,*,,A605
20343,2012-2013,609896,DRUMMOND,,*,,
20344,2012-2013,609898,EBERHART,A302,*,,A302
20345,2012-2013,609898,EBERHART,A304,*,,A304
20346,2012-2013,609898,EBERHART,A402,*,,A402
20347,2012-2013,609899,EBINGER,A404,*,,A404
20348,2012-2013,609909,EVERETT,A489,*,,A489
20349,2012-2013,609910,FALCONER,A499,*,,A499
20350,2012-2013,609916,FERMI,A501,*,,A501
20351,2012-2013,609933,GALE,A502,*,,A502
20352,2012-2013,609943,GOMPERS,A503,*,,A503
20353,2012-2013,609955,GRESHAM,A504,*,,A504
20354,2012-2013,609956,GRIMES,A601,*,,A601
20355,2012-2013,609964,HAMLINE,A602,*,,A602
20356,2012-2013,609968,MCAULIFFE,A603,*,,A603
20357,2012-2013,609971,HARVARD,,*,,
20358,2012-2013,609972,HAUGAN,A-407,*,,A-407
20359,2012-2013,609975,HAY,A-501,*,,A-501
20360,2012-2013,609976,HAYT,A-503,*,,A-503
20361,2012-2013,609979,HEALY,A-604,*,,A-604
20362,2012-2013,609979,HEALY,,*,,
20363,2012-2013,609986,HENDERSON,A301,*,,A301
20364,2012-2013,609989,HERBERT,A302,*,,A302
20365,2012-2013,609994,HIBBARD,A303,*,,A303
20366,2012-2013,610003,CUFFE,A313,*,,A313
20367,2012-2013,610003,CUFFE,A401,*,,A401
20368,2012-2013,610004,CULLEN,A402,*,,A402
20369,2012-2013,610006,HURLEY,A403,*,,A403
20370,2012-2013,610016,KELLOGG,A501,*,,A501
20371,2012-2013,610017,SAUCEDO,A502,*,,A502
20372,2012-2013,610021,CASALS,A503,*,,A503
20373,2012-2013,610021,CASALS,A513,*,,A513
20374,2012-2013,610023,KING,A601,*,,A601
20375,2012-2013,610027,KIPLING,A602,*,,A602
20376,2012-2013,610029,LOZANO ES,A603,*,,A603
20377,2012-2013,610031,LAFAYETTE,,*,,
20378,2012-2013,610036,LEWIS,A800,*,,A800
20379,2012-2013,610037,LIBBY,A300,*,,A300
20380,2012-2013,610043,LOVETT,A311,*,,A311
20381,2012-2013,610044,LOWELL,A312,*,,A312
20382,2012-2013,610045,LAWRENCE,A320,*,,A320
20383,2012-2013,610045,LAWRENCE,A321,*,,A321
20384,2012-2013,610046,LYON,A322,*,,A322
20385,2012-2013,610051,NORTHWEST,A411,*,,A411
20386,2012-2013,610052,MANN,A412,*,,A412
20387,2012-2013,610057,FAIRFIELD,A413,*,,A413
20388,2012-2013,610058,MAY,A414,*,,A414
20389,2012-2013,610059,MAYER,A415,*,,A415
20390,2012-2013,610059,MAYER,A416,*,,A416
20391,2012-2013,610061,MAYO,A501,*,,A501
20392,2012-2013,610065,TILL,A502,*,,A502
20393,2012-2013,610065,TILL,A503,*,,A503
20394,2012-2013,610068,HANSON PARK,A504,*,,A504
20395,2012-2013,610070,MCPHERSON,A505,*,,A505
20396,2012-2013,610086,MOUNT VERNON,A506,*,,A506
20397,2012-2013,610092,NASH,A507,*,,A507
20398,2012-2013,610098,NOBEL,A601,*,,A601
20399,2012-2013,610111,PALMER,A602,*,,A602
20400,2012-2013,610115,PARK MANOR,A603,*,,A603
20401,2012-2013,610117,PASTEUR,A604,*,,A604
20402,2012-2013,610121,IRVING,A605,*,,A605
20403,2012-2013,610122,PEIRCE,A606,*,,A606
20404,2012-2013,610123,PENN,,*,,
20405,2012-2013,610125,RUIZ,A371,*,,A371
20406,2012-2013,610127,PETERSON,A372,*,,A372
20407,2012-2013,610137,PRUSSING,A470,*,,A470
20408,2012-2013,610141,RAVENSWOOD,A471,*,,A471
20409,2012-2013,610145,REINBERG,A472,*,,A472
20410,2012-2013,610145,REINBERG,A473,*,,A473
20411,2012-2013,610148,CHAVEZ,A499,*,,A499
20412,2012-2013,610153,RYDER,A570,*,,A570
20413,2012-2013,610158,SAYRE,A573,*,,A573
20414,2012-2013,610159,SCAMMON,A597,*,,A597
20415,2012-2013,610160,SONGHAI,A599,*,,A599
20416,2012-2013,610165,SCHUBERT,A699,*,,A699
20417,2012-2013,610170,COLUMBIA EXPLORERS,,*,,
20418,2012-2013,610175,SHOESMITH,A301,*,,A301
20419,2012-2013,610183,SPENCER TECH ACAD,A303,*,,A303
20420,2012-2013,610183,SPENCER TECH ACAD,A304,*,,A304
20421,2012-2013,610188,DUNNE TECH ACAD,A308,*,,A308
20422,2012-2013,610192,STOWE,A402,*,,A402
20423,2012-2013,610193,NEW SULLIVAN,A403,*,,A403
20424,2012-2013,610196,SWIFT,A404,*,,A404
20425,2012-2013,610197,TALCOTT,A405,*,,A405
20426,2012-2013,610198,TAYLOR,A450,*,,A450
20427,2012-2013,610198,TAYLOR,A502,*,,A502
20428,2012-2013,610199,COLEMON,A503,*,,A503
20429,2012-2013,610199,COLEMON,A505,*,,A505
20430,2012-2013,610201,"THORP, O",A506,*,,A506
20431,2012-2013,610225,WHISTLER,A507,*,,A507
20432,2012-2013,610226,SANDOVAL,A508,*,,A508
20433,2012-2013,610232,WILLIAMS ES,A510,*,,A510
20434,2012-2013,610234,YATES,A583,*,,A583
20435,2012-2013,610239,DALEY,A585,*,,A585
20436,2012-2013,610241,MARCONI,A593,*,,A593
20437,2012-2013,610242,BRENNEMANN,A605,*,,A605
20438,2012-2013,610244,CLARK HS,A607,*,,A607
20439,2012-2013,610245,DOUGLASS HS,A608,*,,A608
20440,2012-2013,610245,DOUGLASS HS,A690,*,,A690
20441,2012-2013,610248,CHGO ACAD ES,A693,*,,A693
20442,2012-2013,610273,PADEREWSKI,A696,*,,A696
20443,2012-2013,610276,MOLLISON,A701,*,,A701
20444,2012-2013,610285,WOODS,A703,*,,A703
20445,2012-2013,610285,WOODS,A802,*,,A802
20446,2012-2013,610287,ASHBURN,A803,*,,A803
20447,2012-2013,610291,LEE,A804,*,,A804
20448,2012-2013,610297,SCHOOL OF LEADRSHP HS,A315,*,,A315
20449,2012-2013,610304,PHOENIX MILITARY HS,A316,*,,A316
20450,2012-2013,610317,BRIGHTON PARK,A415,*,,A415
20451,2012-2013,610323,BOWEN HS,A416,*,99984.0,A416
20452,2012-2013,610329,OROZCO,A419,*,,A419
20453,2012-2013,610334,RABY HS,A515,*,,A515
20454,2012-2013,610339,STAGG,A516,*,,A516
20455,2012-2013,610340,CHGO ACAD HS,A517,*,,A517
20456,2012-2013,610345,WOODSON,A519,*,,A519
20457,2012-2013,610347,CLAREMONT,A601,*,,A601
20458,2012-2013,610347,CLAREMONT,A603,*,,A603
20459,2012-2013,610348,GOLDBLATT,A604,*,,A604
20460,2012-2013,610350,BLACK,,*,,
20461,2012-2013,610366,WACKER,A301,*,,A301
20462,2012-2013,610369,"JACKSON, M",A302,*,,A302
20463,2012-2013,610380,"WILLIAMS, D",A303,*,,A303
20464,2012-2013,610381,BRONZEVILLE HS,A401,*,,A401
20465,2012-2013,610383,GREATER LAWNDALE HS,A403,*,,A403
20466,2012-2013,610390,RICKOVER HS,A404,*,,A404
20467,2012-2013,610390,RICKOVER HS,A501,*,,A501
20468,2012-2013,610392,WORLD LANGUAGE HS,A502,*,,A502
20469,2012-2013,610395,PERSHING MIDDLE,A503,*,,A503
20470,2012-2013,610395,PERSHING MIDDLE,A505,*,,A505
20471,2012-2013,610405,SUDER,,*,,
20472,2012-2013,610499,COLLINS HS,A119,*,,A119
20473,2012-2013,610506,TEAM HS,A121,*,,A121
20474,2012-2013,610513,AIR FORCE HS,A213,*,,A213
20475,2012-2013,610513,AIR FORCE HS,A219,*,,A219
20476,2012-2013,610518,VOISE HS,A221,*,,A221
20477,2012-2013,610521,"DAVIS, M",A223,*,,A223
20478,2012-2013,610544,AZUELA,A225,*,,A225
20479,2012-2013,610547,SOUTH SHORE INTL HS,A227,*,,A227
20480,2012-2013,610549,BANNER NORTH ES,,*,,
20481,2012-2013,610559,SHIELDS MIDDLE,A316,*,,A316
20482,2013-2014,400043,HOPE CONTR ES,,*,,
20483,2013-2014,609674,CHICAGO VOCATIONAL HS,A550,*,,A550
20484,2013-2014,609674,CHICAGO VOCATIONAL HS,A551,*,,A551
20485,2013-2014,609679,PROSSER HS,,*,,
20486,2013-2014,609679,PROSSER HS,A300,*,,A300
20487,2013-2014,609679,PROSSER HS,A302,*,,A302
20488,2013-2014,609679,PROSSER HS,,*,,
20489,2013-2014,609682,RICHARDS HS,A113,*,,A113
20490,2013-2014,609693,GEORGE WESTINGHOUSE HS,A119,*,,A119
20491,2013-2014,609693,GEORGE WESTINGHOUSE HS,A208,*,,A208
20492,2013-2014,609693,GEORGE WESTINGHOUSE HS,A209,*,,A209
20493,2013-2014,609695,AMUNDSEN HS,A214,*,,A214
20494,2013-2014,609707,ROBESON HS,A217,*,,A217
20495,2013-2014,609708,FOREMAN HS,A219,*,,A219
20496,2013-2014,609708,FOREMAN HS,,*,,
20497,2013-2014,609708,FOREMAN HS,8,*,,501
20498,2013-2014,609708,FOREMAN HS,8,*,,503
20499,2013-2014,609711,HARPER HS,8,*,,505
20500,2013-2014,609711,HARPER HS,8,*,,506
20501,2013-2014,609711,HARPER HS,A302,*,,A302
20502,2013-2014,609715,KELLY HS,A403,*,,A403
20503,2013-2014,609715,KELLY HS,A604,*,,A604
20504,2013-2014,609715,KELLY HS,A605,*,,A605
20505,2013-2014,609716,KELVYN PARK HS,,*,,
20506,2013-2014,609716,KELVYN PARK HS,A301,*,,A301
20507,2013-2014,609716,KELVYN PARK HS,A303,*,,A303
20508,2013-2014,609716,KELVYN PARK HS,A401,*,,A401
20509,2013-2014,609719,LAKE VIEW HS,A402,*,,A402
20510,2013-2014,609719,LAKE VIEW HS,A501,*,,A501
20511,2013-2014,609719,LAKE VIEW HS,A502,*,,A502
20512,2013-2014,609719,LAKE VIEW HS,,*,,
20513,2013-2014,609722,MANLEY HS,A301,*,,A301
20514,2013-2014,609722,MANLEY HS,A302,*,,A302
20515,2013-2014,609724,MATHER HS,A303,*,,A303
20516,2013-2014,609724,MATHER HS,A401,*,,A401
20517,2013-2014,609724,MATHER HS,A402,*,,A402
20518,2013-2014,609724,MATHER HS,A403,*,,A403
20519,2013-2014,609725,MORGAN PARK HS,A404,*,,A404
20520,2013-2014,609725,MORGAN PARK HS,A501,*,,A501
20521,2013-2014,609725,MORGAN PARK HS,A502,*,,A502
20522,2013-2014,609725,MORGAN PARK HS,A503,*,,A503
20523,2013-2014,609725,MORGAN PARK HS,A504,*,,A504
20524,2013-2014,609725,MORGAN PARK HS,A601,*,,A601
20525,2013-2014,609726,BROOKS HS,A602,*,,A602
20526,2013-2014,609727,PHILLIPS HS,A603,*,,A603
20527,2013-2014,609727,PHILLIPS HS,A604,*,,A604
20528,2013-2014,609728,ROOSEVELT HS,A605,*,,A605
20529,2013-2014,609728,ROOSEVELT HS,,*,,
20530,2013-2014,609728,ROOSEVELT HS,,*,,
20531,2013-2014,609729,SCHURZ HS,A302,*,,A302
20532,2013-2014,609729,SCHURZ HS,A502,*,,A502
20533,2013-2014,609729,SCHURZ HS,A503,*,,A503
20534,2013-2014,609729,SCHURZ HS,A504,*,,A504
20535,2013-2014,609729,SCHURZ HS,A505,*,,A505
20536,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A506,*,,A506
20537,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A601,*,,A601
20538,2013-2014,609733,SULLIVAN HS,A603,*,,A603
20539,2013-2014,609734,TAFT HS,A606,*,,A606
20540,2013-2014,609734,TAFT HS,,*,,
20541,2013-2014,609734,TAFT HS,A300,*,,A300
20542,2013-2014,609738,LINCOLN PARK HS,A301,*,,A301
20543,2013-2014,609738,LINCOLN PARK HS,A302,*,,A302
20544,2013-2014,609738,LINCOLN PARK HS,A303,*,,A303
20545,2013-2014,609739,WASHINGTON HS,A400,*,,A400
20546,2013-2014,609739,WASHINGTON HS,A401,*,,A401
20547,2013-2014,609740,WELLS HS,A402,*,,A402
20548,2013-2014,609746,KENWOOD HS,A403,*,,A403
20549,2013-2014,609746,KENWOOD HS,A500,*,,A500
20550,2013-2014,609756,CURIE HS,A501,*,,A501
20551,2013-2014,609761,CORLISS HS,A502,*,,A502
20552,2013-2014,609762,JULIAN HS,A503,*,,A503
20553,2013-2014,609764,JUAREZ HS,A504,*,,A504
20554,2013-2014,609764,JUAREZ HS,A505,*,,A505
20555,2013-2014,609764,JUAREZ HS,,*,,
20556,2013-2014,609764,JUAREZ HS,A301,*,,A301
20557,2013-2014,609768,HOPE HS,A302,*,,A302
20558,2013-2014,609768,HOPE HS,A401,*,,A401
20559,2013-2014,609790,BARTON,A402,*,,A402
20560,2013-2014,609796,BEAUBIEN,A404,*,,A404
20561,2013-2014,609798,BELDING,A501,*,,A501
20562,2013-2014,609805,JOPLIN,A502,*,,A502
20563,2013-2014,609807,HAMPTON,A504,*,,A504
20564,2013-2014,609815,BOUCHET,A505,*,,A505
20565,2013-2014,609815,BOUCHET,A604,*,,A604
20566,2013-2014,609842,CARSON,,*,,
20567,2013-2014,609852,CHAPPELL,A123,*,,A123
20568,2013-2014,609864,COOK,A202,*,,A202
20569,2013-2014,609865,JORDAN,A205,*,,A205
20570,2013-2014,609872,PEREZ,A207,*,,A207
20571,2013-2014,609879,DAWES,A211,*,,A211
20572,2013-2014,609887,DIXON,A212,*,,A212
20573,2013-2014,609897,EARLE,A217,*,,A217
20574,2013-2014,609898,EBERHART,A221,*,,A221
20575,2013-2014,609902,METCALFE,A223,*,,A223
20576,2013-2014,609902,METCALFE,A224,*,,A224
20577,2013-2014,609908,ESMOND,,*,,
20578,2013-2014,609910,FALCONER,A125,*,,A125
20579,2013-2014,609910,FALCONER,A204,*,,A204
20580,2013-2014,609924,FORT DEARBORN,A206,*,,A206
20581,2013-2014,609935,GALLISTEL,A208,*,,A208
20582,2013-2014,609938,GARY,A210,*,,A210
20583,2013-2014,609938,GARY,A302,*,,A302
20584,2013-2014,609947,GRAHAM,A306,*,,A306
20585,2013-2014,609960,HALE,A311,*,,A311
20586,2013-2014,609967,FINKL,A315,*,,A315
20587,2013-2014,609971,HARVARD,A325,*,,A325
20588,2013-2014,609978,SMITH,,*,,
20589,2013-2014,609978,SMITH,A202,*,,A202
20590,2013-2014,609983,HEDGES,A205,*,,A205
20591,2013-2014,609990,SOUTH LOOP,A207,*,,A207
20592,2013-2014,609991,HERZL,A211,*,,A211
20593,2013-2014,610000,HOWE,,*,,
20594,2013-2014,610017,SAUCEDO,A301,*,,A301
20595,2013-2014,610032,GREEN,A401,*,,A401
20596,2013-2014,610036,LEWIS,A402,*,,A402
20597,2013-2014,610041,"LOCKE, J",A403,*,,A403
20598,2013-2014,610041,"LOCKE, J",A404,*,,A404
20599,2013-2014,610043,LOVETT,A501,*,,A501
20600,2013-2014,610046,LYON,A502,*,,A502
20601,2013-2014,610052,MANN,A503,*,,A503
20602,2013-2014,610057,FAIRFIELD,A504,*,,A504
20603,2013-2014,610057,FAIRFIELD,,*,,
20604,2013-2014,610062,MCCLELLAN,,*,,
20605,2013-2014,610074,MONROE,A206,*,,A206
20606,2013-2014,610090,MURRAY,,*,,
20607,2013-2014,610090,MURRAY,A125,*,,A125
20608,2013-2014,610103,O'KEEFFE,A126,*,,A126
20609,2013-2014,610106,PICCOLO,A200,*,,A200
20610,2013-2014,610106,PICCOLO,A201,*,,A201
20611,2013-2014,610108,O'TOOLE,A214,*,,A214
20612,2013-2014,610110,"WELLS, I",A215,*,,A215
20613,2013-2014,610117,PASTEUR,A216,*,,A216
20614,2013-2014,610121,IRVING,A217,*,,A217
20615,2013-2014,610123,PENN,A219,*,,A219
20616,2013-2014,610123,PENN,A221,*,,A221
20617,2013-2014,610129,PICKARD,A222,*,,A222
20618,2013-2014,610130,PIRIE,A223,*,,A223
20619,2013-2014,610133,"WARD, L",A224,*,,A224
20620,2013-2014,610135,PORTAGE PARK,A225,*,,A225
20621,2013-2014,610136,PRESCOTT,A310,*,,A310
20622,2013-2014,610144,REILLY,A314,*,,A314
20623,2013-2014,610146,REVERE,A315,*,,A315
20624,2013-2014,610152,RUGGLES,A317,*,,A317
20625,2013-2014,610165,SCHUBERT,A318,*,,A318
20626,2013-2014,610165,SCHUBERT,A319,*,,A319
20627,2013-2014,610167,SEWARD,A321,*,,A321
20628,2013-2014,610171,MIRELES,A322,*,,A322
20629,2013-2014,610174,SHIELDS,A324,*,,A324
20630,2013-2014,610185,STEVENSON,A326,*,,A326
20631,2013-2014,610193,NEW SULLIVAN,,*,,
20632,2013-2014,610197,TALCOTT,A201,*,,A201
20633,2013-2014,610200,"THORP, J",A218,*,,A218
20634,2013-2014,610223,WENTWORTH,A319,*,,A319
20635,2013-2014,610225,WHISTLER,A320,*,,A320
20636,2013-2014,610226,SANDOVAL,A321,*,,A321
20637,2013-2014,610226,SANDOVAL,A322,*,,A322
20638,2013-2014,610231,NATIONAL TEACHERS,A323,*,,A323
20639,2013-2014,610244,CLARK HS,A324,*,,A324
20640,2013-2014,610249,TALMAN,A325,*,,A325
20641,2013-2014,610250,SALAZAR,A327,*,,A327
20642,2013-2014,610254,DVORAK TECH ACAD,A330G,*,,A330G
20643,2013-2014,610257,MORTON,A330H,*,,A330H
20644,2013-2014,610268,ASHE,,*,,
20645,2013-2014,610281,POWELL,A107,*,,A107
20646,2013-2014,610298,LENART,A109,*,,A109
20647,2013-2014,610329,OROZCO,A110,*,,A110
20648,2013-2014,610329,OROZCO,A201,*,,A201
20649,2013-2014,610347,CLAREMONT,A204,*,,A204
20650,2013-2014,610369,"JACKSON, M",A206,*,,A206
20651,2013-2014,610369,"JACKSON, M",,*,,
20652,2013-2014,610380,"WILLIAMS, D",,*,,
20653,2013-2014,610381,BRONZEVILLE HS,A312,*,,A312
20654,2013-2014,610385,MULTICULTURAL ACAD SCHOLARSHIP,A314,*,,A314
20655,2013-2014,610394,UPLIFT HS,A316,*,,A316
20656,2013-2014,610396,TARKINGTON,,*,,
20657,2013-2014,610396,TARKINGTON,8,*,,200
20658,2013-2014,610502,MARINE MILITARY HS,8,*,,212
20659,2013-2014,610503,FRAZIER PROSPECTIVE,8,*,,226
20660,2013-2014,610524,ALCOTT HS,8,*,,310
20661,2013-2014,610532,HERNANDEZ,8,*,,312
20662,2013-2014,610541,LORCA,8,*,,316
20663,2013-2014,610543,SOLORIO HS,8,*,,317
20664,2013-2014,610544,AZUELA,8,*,,318
20665,2013-2014,610547,SOUTH SHORE INTL HS,8,*,,320
20666,2013-2014,610547,SOUTH SHORE INTL HS,8,*,,322
20667,2013-2014,610547,SOUTH SHORE INTL HS,8,*,,323
20668,2013-2014,610559,SHIELDS MIDDLE,8,*,,325
20669,2013-2014,610559,SHIELDS MIDDLE,8,*,,326
20670,2013-2014,610561,RICHARD T CRANE HS,,*,,
20671,2014-2015,400068,PLATO,A318,*,,A318
20672,2014-2015,400091,CHICAGO TECH HS,A323,*,,A323
20673,2014-2015,400091,CHICAGO TECH HS,A327,*,,A327
20674,2014-2015,400091,CHICAGO TECH HS,A329,*,,A329
20675,2014-2015,609674,CHICAGO VOCATIONAL HS,,*,,
20676,2014-2015,609674,CHICAGO VOCATIONAL HS,A401,*,,A401
20677,2014-2015,609674,CHICAGO VOCATIONAL HS,A402,*,,A402
20678,2014-2015,609676,DUNBAR HS,A403,*,,A403
20679,2014-2015,609676,DUNBAR HS,A404,*,,A404
20680,2014-2015,609676,DUNBAR HS,A405,*,,A405
20681,2014-2015,609678,JONES HS,A406,*,,A406
20682,2014-2015,609679,PROSSER HS,A407,*,,A407
20683,2014-2015,609679,PROSSER HS,A408,*,,A408
20684,2014-2015,609679,PROSSER HS,A409,*,,A409
20685,2014-2015,609679,PROSSER HS,A410,*,,A410
20686,2014-2015,609679,PROSSER HS,A411,*,,A411
20687,2014-2015,609679,PROSSER HS,A412,*,,A412
20688,2014-2015,609679,PROSSER HS,A501,*,,A501
20689,2014-2015,609679,PROSSER HS,A502,*,,A502
20690,2014-2015,609682,RICHARDS HS,A503,*,,A503
20691,2014-2015,609693,GEORGE WESTINGHOUSE HS,A504,*,,A504
20692,2014-2015,609694,HANCOCK HS,A505,*,,A505
20693,2014-2015,609698,BOGAN HS,A506,*,,A506
20694,2014-2015,609698,BOGAN HS,A507,*,,A507
20695,2014-2015,609698,BOGAN HS,A508,*,,A508
20696,2014-2015,609704,FARRAGUT HS,A509,*,,A509
20697,2014-2015,609704,FARRAGUT HS,A510,*,,A510
20698,2014-2015,609705,FENGER HS,A512,*,,A512
20699,2014-2015,609709,GAGE PARK HS,A601,*,,A601
20700,2014-2015,609709,GAGE PARK HS,A602,*,,A602
20701,2014-2015,609710,HARLAN HS,A603,*,,A603
20702,2014-2015,609710,HARLAN HS,A604,*,,A604
20703,2014-2015,609711,HARPER HS,A605,*,,A605
20704,2014-2015,609711,HARPER HS,A606,*,,A606
20705,2014-2015,609713,HYDE PARK HS,A607,*,,A607
20706,2014-2015,609715,KELLY HS,A608,*,,A608
20707,2014-2015,609715,KELLY HS,A609,*,,A609
20708,2014-2015,609715,KELLY HS,A610,*,,A610
20709,2014-2015,609715,KELLY HS,A611,*,,A611
20710,2014-2015,609715,KELLY HS,A612,*,,A612
20711,2014-2015,609718,KENNEDY HS,,*,,
20712,2014-2015,609718,KENNEDY HS,A225,*,,A225
20713,2014-2015,609718,KENNEDY HS,A314,*,,A314
20714,2014-2015,609722,MANLEY HS,A317,*,,A317
20715,2014-2015,609724,MATHER HS,A319,*,,A319
20716,2014-2015,609724,MATHER HS,A320,*,,A320
20717,2014-2015,609724,MATHER HS,A321,*,,A321
20718,2014-2015,609724,MATHER HS,A322,*,,A322
20719,2014-2015,609724,MATHER HS,A323,*,,A323
20720,2014-2015,609725,MORGAN PARK HS,A324,*,,A324
20721,2014-2015,609725,MORGAN PARK HS,,*,,
20722,2014-2015,609725,MORGAN PARK HS,A501,*,,A501
20723,2014-2015,609728,ROOSEVELT HS,A502,*,,A502
20724,2014-2015,609728,ROOSEVELT HS,A511,*,,A511
20725,2014-2015,609728,ROOSEVELT HS,A512,*,,A512
20726,2014-2015,609729,SCHURZ HS,A521,*,,A521
20727,2014-2015,609729,SCHURZ HS,A531,*,,A531
20728,2014-2015,609729,SCHURZ HS,A532,*,,A532
20729,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A533,*,,A533
20730,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A534,*,,A534
20731,2014-2015,609734,TAFT HS,A535,*,,A535
20732,2014-2015,609734,TAFT HS,A536,*,,A536
20733,2014-2015,609735,TILDEN HS,A537,*,,A537
20734,2014-2015,609737,VON STEUBEN HS,A562,*,,A562
20735,2014-2015,609740,WELLS HS,A602,*,,A602
20736,2014-2015,609741,HUBBARD HS,A611,*,,A611
20737,2014-2015,609741,HUBBARD HS,A612,*,,A612
20738,2014-2015,609741,HUBBARD HS,A621,*,,A621
